Entry	eggNOG
Q71RH2	KOG4561;
Q76B58	ENOG502QQZS;
Q76KP1	KOG3588;
Q7L0R7	KOG0800;
Q7L1V2	KOG0997;
Q7L2K0	ENOG502S5GP;
Q7L3S4	KOG1721;
Q7L3T8	KOG2324;
Q7L8C5	KOG1028;
Q7L8W6	KOG2316;
Q7L9B9	KOG1857;
Q7LDI9	
Q7M4L6	ENOG502QTRD;
Q7RTR8	ENOG502TCTX;
Q7RTS6	KOG4740;
Q7RTU9	ENOG502QTHC;
Q7RTV2	KOG1695;
Q7RTV3	KOG1721;
Q7RTY5	KOG3627;
Q7RTY7	KOG3627;
Q7RTY8	KOG3627;
Q7RTY9	
Q7RTZ2	KOG1865;
Q7Z2K8	ENOG502S6S7;
Q7Z2T5	KOG1253;
Q7Z2W9	KOG1686;
Q7Z340	KOG1721;
Q7Z398	KOG1721;
Q7Z3D6	ENOG502QV7A;
Q7Z3G6	KOG1704;
Q7Z3T1	ENOG502TD9W;
Q7Z3V4	KOG4427;
Q7Z3Z3	KOG1042;
Q7Z402	ENOG502QPM8;
Q7Z404	ENOG502S3W0;
Q7Z408	
Q7Z444	KOG0395;
Q7Z4G4	KOG2671;
Q7Z4H3	KOG3197;
Q7Z4J2	ENOG502RU0J;
Q7Z4M0	ENOG502S157;
Q7Z4Q2	ENOG502QWR9;
Q7Z553	ENOG502QSMD;
Q7Z5A4	KOG3627;
Q7Z5H4	
Q7Z5H5	ENOG502RD1P;
Q7Z5M8	KOG1552;
Q7Z601	KOG3656;
Q7Z692	ENOG502SP3N;
Q7Z6J2	KOG3528;
Q7Z6K4	KOG0505;
Q7Z6Z6	KOG3773;
Q7Z745	KOG2032;
Q7Z7A3	KOG2840;
Q7Z7B7	ENOG502TE15;
Q7Z7F7	KOG4616;
Q7Z7J5	ENOG502RVK6;
Q7Z7J7	KOG4026;
Q7Z7L9	KOG1721;
Q7Z7M1	KOG4193;
Q86SG7	ENOG502RZXI;
Q86SH2	ENOG502QWC9;
Q86SP6	KOG0331;
Q86SX3	ENOG502RXA4;
Q86TA1	KOG1903;
Q86TD4	KOG1954;
Q86TJ5	KOG1721;
Q86TN4	KOG2278;
Q86U38	KOG2188;
Q86UA1	KOG1258;
Q86UB2	ENOG502QUM8;
Q86UB9	KOG1398;
Q86UE3	KOG1721;
Q86UP6	ENOG502RSDM;
Q86UP8	ENOG502QS6T;
Q86UW8	ENOG502QRG1;
Q86UY8	KOG2470;
Q86V21	KOG1175;
Q86VI1	KOG2286;
Q86VR7	ENOG502QWIT;
Q86VZ1	ENOG502QW5Q;
Q86W11	KOG1721;
Q86W28	ENOG502RSHR;
Q86W33	KOG4536;
Q86W67	ENOG502TDFN;
Q86WC6	KOG0505;
Q86WI0	KOG4026;
Q86WK7	ENOG502QUWU;
Q86WK9	KOG0748;
Q86WN2	ENOG502S65R;
Q86WS3	ENOG502T865;
Q86WW8	KOG4114;
Q86X10	KOG3652;
Q86X19	KOG4694;
Q86X27	KOG3417;
Q86X76	KOG0807;
Q86X83	ENOG502QU0W;
Q86XD5	ENOG502QXPE;
Q86XH1	ENOG502QTPP;
Q86XI6	KOG3986;
Q86XN7	ENOG502QSVH;
Q86XP6	ENOG502SNS6;
Q86XR2	ENOG502QV2S;
Q86XR5	ENOG502S414;
Q86XT9	ENOG502S30C;
Q86XW9	
Q86Y22	KOG3544;
Q86Y79	KOG2255;
Q86YE8	KOG1721;
Q86YH2	KOG1721;
Q86YL5	ENOG502RYNW;
Q86YN1	KOG3146;
Q86YV6	KOG0032;
Q8IUC0	ENOG502STG2;
Q8IUE0	
Q8IUE1	KOG0773;
Q8IUR0	KOG3315;
Q8IUZ0	KOG0531;
Q8IV01	KOG1028;
Q8IV13	KOG0654;
Q8IVN3	ENOG502S75P;
Q8IVV2	KOG3599;
Q8IVW1	KOG0070;
Q8IW03	KOG3002;
Q8IW36	KOG1721;
Q8IW93	KOG3523;
Q8IWB9	KOG2238;
Q8IWF6	KOG2432;
Q8IWP9	ENOG502RYUK;
Q8IWR0	ENOG502QSHP;
Q8IWY8	KOG1721;
Q8IX06	
Q8IX18	KOG0922;
Q8IX29	KOG0274;
Q8IXS8	KOG4688;
Q8IXT1	ENOG502R2XT;
Q8IXT2	KOG3815;
Q8IXY8	KOG0546;
Q8IXZ3	KOG1721;
Q8IY67	KOG0148;
Q8IYD9	ENOG502RM40;
Q8IYK8	KOG0395;
Q8IYL2	KOG3790;
Q8IYN2	ENOG502R12B;
Q8IYS0	KOG1032;
Q8IYS4	ENOG502SAQ4;
Q8IYT1	ENOG502S0XQ;
Q8IYU4	KOG0010;
Q8IYW2	ENOG502QS2Z;
Q8IYX0	KOG1721;
Q8IZ08	KOG3656;
Q8IZ26	KOG1721;
Q8IZ57	ENOG502QRNK;
Q8IZ73	KOG1919;
Q8IZ83	KOG2450;
Q8IZA3	KOG4012;
Q8IZJ0	ENOG502SSDC;
Q8IZJ4	KOG3629;
Q8IZM9	KOG1305;
Q8IZP7	KOG3955;
Q8IZS5	ENOG502QRVX;
Q8IZS6	KOG4108;
Q8IZS7	KOG4297;
Q8IZS8	KOG2353;
Q8IZT9	ENOG502R11H;
Q8IZU8	ENOG502QPWZ;
Q8IZV2	KOG4788;
Q8N0T1	ENOG502S982;
Q8N0U2	ENOG502SNNX;
Q8N0Y7	KOG0235;
Q8N0Z8	KOG4393;
Q8N103	KOG4724;
Q8N109	
Q8N111	ENOG502SGTV;
Q8N112	ENOG502SABZ;
Q8N118	KOG0157;
Q8N128	ENOG502RYW3;
Q8N143	KOG1721;
Q8N165	KOG0595;
Q8N184	KOG1721;
Q8N1D0	ENOG502TFJQ;
Q8N1G4	KOG2472;
Q8N1S5	KOG2474;
Q8N292	ENOG502TKNI;
Q8N2H3	KOG4254;
Q8N365	ENOG502RZ6H;
Q8N3D4	KOG0035;
Q8N3J9	KOG1721;
Q8N3X1	ENOG502QTDD;
Q8N3X6	KOG4565;
Q8N436	KOG2649;
Q8N442	KOG0462;
Q8N461	KOG1947;
Q8N475	ENOG502QPNV;
Q8N4G2	KOG0070;
Q8N4H5	ENOG502S99E;
Q8N4P2	KOG4340;
Q8N4Q0	KOG1196;
Q8N4T4	ENOG502QTR5;
Q8N4U5	KOG1981;
Q8N5C7	KOG3795;
Q8N5I3	KOG2723;
Q8N5I9	ENOG502S6C1;
Q8N5L8	KOG2567;
Q8N5M4	ENOG502RXZG;
Q8N5N7	ENOG502S27V;
Q8N5R6	KOG3544;
Q8N5S1	KOG0036;
Q8N628	ENOG502RU2D;
Q8N690	
Q8N699	ENOG502RXWU;
Q8N6D5	KOG0504;
Q8N6S5	ENOG502S1PC;
Q8N6T0	ENOG502S5QP;
Q8N6V9	ENOG502QPKV;
Q8N6Y1	ENOG502QU9U;
Q8N729	ENOG502SW0V;
Q8N7A1	KOG0379;
Q8N7B1	KOG4652;
Q8N7B9	KOG0027;
Q8N7K0	KOG1721;
Q8N7M2	KOG1721;
Q8N7P3	ENOG502RSH3;
Q8N7R7	
Q8N801	ENOG502S008;
Q8N806	KOG2752;
Q8N819	KOG0697;
Q8N823	KOG1721;
Q8N831	KOG1508;
Q8N859	KOG1721;
Q8N883	KOG1721;
Q8N8A2	KOG0504;KOG4177;
Q8N8A6	KOG0350;
Q8N8E3	ENOG502QQAE;
Q8N8F6	KOG3103;
Q8N8G2	ENOG502QS1A;
Q8N8J6	KOG1721;
Q8N8K9	KOG3612;
Q8N8L2	KOG1721;
Q8N8Q9	KOG2922;
Q8N8R5	KOG2800;
Q8N8Y5	KOG1721;
Q8N8Z8	KOG1721;
Q8N907	ENOG502RZ3T;
Q8N954	KOG1994;
Q8N988	KOG1721;
Q8N9H8	KOG2207;
Q8N9L1	KOG1721;
Q8N9S9	KOG3784;
Q8N9V2	KOG2177;
Q8N9W4	KOG3592;KOG4725;
Q8N9Z0	KOG1721;
Q8NA19	KOG3766;
Q8NAA4	KOG0288;
Q8NAF0	KOG1721;
Q8NAT2	KOG2039;
Q8NB25	ENOG502R5KC;
Q8NB37	ENOG502QS6W;
Q8NBA8	KOG4382;
Q8NBF6	KOG3823;
Q8NBH2	KOG4575;
Q8NBM8	ENOG502QSHJ;
Q8NBR0	ENOG502S8FW;
Q8NBV4	KOG4268;
Q8NBX0	KOG2733;
Q8NC96	KOG2500;
Q8NCA9	KOG1721;
Q8NCF0	KOG3017;KOG4297;
Q8NCK3	KOG1721;
Q8NCN2	KOG1721;
Q8NCQ7	ENOG502QTYI;
Q8NCR3	ENOG502QSTG;
Q8NCT3	ENOG502QQGI;
Q8NCU1	
Q8NCV1	KOG2777;
Q8NCY6	ENOG502RGM9;
Q8ND23	KOG4242;
Q8ND71	ENOG502RB0C;
Q8ND82	KOG1721;
Q8NDA2	KOG1217;KOG4475;
Q8NDB6	ENOG502TAXT;
Q8NDH2	ENOG502ST12;
Q8NDV2	KOG3656;
Q8NDX6	KOG1721;
Q8NDX9	ENOG502SXN1;
Q8NDY6	KOG3898;
Q8NE62	KOG1238;
Q8NEB7	ENOG502R6TS;
Q8NEF3	ENOG502QUHE;
Q8NEF9	ENOG502QV1I;
Q8NEG0	ENOG502RWWU;
Q8NEN0	KOG1048;
Q8NEP9	KOG1721;
Q8NET1	ENOG502T9UC;
Q8NEX9	KOG1610;
Q8NF86	KOG3627;
Q8NFI3	KOG2331;
Q8NFJ8	KOG3898;
Q8NFK1	ENOG502QVY2;
Q8NG04	KOG0236;
Q8NG48	ENOG502QT6F;
Q8NG68	KOG2157;
Q8NGA0	ENOG502T9M5;
Q8NGA4	
Q8NGC8	
Q8NGD0	ENOG502SKDS;
Q8NGE3	ENOG502SIWR;
Q8NGG2	ENOG502SHA3;
Q8NGH7	ENOG502QV28;
Q8NGI2	ENOG502QV28;
Q8NGI8	ENOG502TM2A;
Q8NGK2	ENOG502RTZX;
Q8NGM9	ENOG502SJS1;
Q8NGN3	ENOG502SI4A;
Q8NGQ1	ENOG502SIHB;
Q8NGR2	ENOG502RTXQ;
Q8NGR6	ENOG502QWKX;
Q8NGS2	ENOG502T8AD;
Q8NGS8	ENOG502T9K1;
Q8NGT0	ENOG502T9K1;
Q8NGV6	ENOG502T9JQ;
Q8NGW1	ENOG502SJJZ;
Q8NGW6	ENOG502T1JP;
Q8NGX3	ENOG502QVH7;
Q8NGY0	ENOG502SHK4;
Q8NGY3	ENOG502T9P2;
Q8NH10	ENOG502RF3K;
Q8NH19	ENOG502SI62;
Q8NH43	ENOG502TDFF;
Q8NH48	ENOG502QVH7;
Q8NH59	ENOG502SMGT;
Q8NH69	ENOG502RF13;
Q8NH85	ENOG502RF3K;
Q8NH87	ENOG502T862;
Q8NH92	ENOG502RQAM;
Q8NH94	ENOG502T9M9;
Q8NHC8	ENOG502RTYZ;
Q8NHK3	
Q8NHM4	
Q8NHP7	KOG2405;
Q8NHQ8	KOG1574;
Q8NHR7	ENOG502S1BT;
Q8NHY6	KOG1721;
Q8NI29	ENOG502RZA6;
Q8NI32	ENOG502RXMG;
Q8NI99	KOG2579;
Q8TAA3	KOG0183;
Q8TAA5	KOG3003;
Q8TAE6	ENOG502RYQF;
Q8TAF7	KOG1721;
Q8TAG6	ENOG502S3CJ;
Q8TAK5	ENOG502QRTX;
Q8TAL6	ENOG502QSW0;
Q8TAQ5	KOG1721;
Q8TAQ9	KOG2687;
Q8TAV4	KOG2621;
Q8TB03	ENOG502QR6P;
Q8TB52	ENOG502QTD9;
Q8TB96	KOG4550;
Q8TBB5	KOG1230;
Q8TBF4	KOG0118;
Q8TBF5	ENOG502S32M;
Q8TBP0	KOG2224;
Q8TBP6	KOG0761;
Q8TBQ9	KOG3808;
Q8TBZ0	ENOG502QR3F;
Q8TBZ5	KOG1721;
Q8TC21	KOG1721;
Q8TC56	ENOG502S0XQ;
Q8TC76	ENOG502R37V;
Q8TCB6	ENOG502QVRN;
Q8TCC3	KOG4799;
Q8TCD1	
Q8TCD6	KOG3120;
Q8TCV5	ENOG502S99V;
Q8TCW7	ENOG502QQQ1;
Q8TCW9	KOG3656;
Q8TD20	KOG0254;
Q8TD94	KOG1721;
Q8TDE3	ENOG502TDZ3;
Q8TDM0	ENOG502SAED;
Q8TDM5	ENOG502S5P1;
Q8TDN6	KOG2971;
Q8TDU9	KOG3656;
Q8TDV2	KOG3656;
Q8TDV5	KOG3656;
Q8TDW4	KOG3807;
Q8TDY8	KOG4221;
Q8TE69	ENOG502RZ9S;
Q8TET4	KOG1066;
Q8TF21	ENOG502QQ0K;
Q8TF39	KOG1721;
Q8TF45	KOG1721;
Q8TF64	KOG3938;
Q8TF68	KOG1721;
Q8WUA2	KOG0415;
Q8WUH1	ENOG502S4AE;
Q8WUN7	KOG0013;
Q8WUT4	KOG0619;
Q8WUX2	KOG3182;
Q8WUZ0	KOG4095;
Q8WV07	KOG4595;
Q8WV48	ENOG502QQ24;
Q8WV60	ENOG502R1K6;
Q8WVE0	KOG3350;
Q8WVH0	ENOG502QZ0D;
Q8WVI0	ENOG502S80C;
Q8WVL7	KOG0512;
Q8WW14	ENOG502SAX8;
Q8WW27	ENOG502QQXT;
Q8WWC4	ENOG502QR8E;
Q8WWG1	ENOG502S5EK;
Q8WWW8	ENOG502QU11;
Q8WWY7	ENOG502TDXW;
Q8WX77	ENOG502QSKF;
Q8WXA2	ENOG502TDVG;
Q8WXB4	KOG1721;
Q8WXD9	KOG0507;
Q8WXH6	KOG0078;
Q8WXQ8	KOG2650;
Q8WY22	ENOG502QRNV;
Q8WYN3	KOG3813;
Q8WYQ4	ENOG502S8RG;
Q8WYQ9	KOG3791;KOG4400;
Q8WZ60	KOG4441;
Q8WZ64	KOG1117;
Q8WZ79	KOG3825;
Q8WZ84	ENOG502T9KP;
Q8WZ94	ENOG502SKA1;
Q902F8	
Q902F9	
Q92561	ENOG502QQIT;
Q92610	KOG1721;
Q92617	
Q92664	KOG1721;
Q92686	ENOG502S6YP;
Q92747	KOG1523;
Q92771	
Q92806	KOG3827;
Q92828	KOG0303;
Q92914	KOG3885;
Q92928	
Q93073	ENOG502QUP4;
Q969I3	ENOG502QVT5;
Q969M1	KOG3296;
Q969N4	KOG3656;
Q969Q0	
Q969Q4	KOG0070;
Q969T3	KOG2101;
Q969V1	KOG3656;
Q969W8	KOG1721;
Q96A00	ENOG502S2I4;
Q96A04	ENOG502SWRI;
Q96A05	KOG1664;
Q96A23	KOG1327;
Q96A28	ENOG502SB7W;
Q96A35	KOG1708;
Q96A46	KOG0760;
Q96A47	KOG0490;
Q96A73	ENOG502QRB0;
Q96A84	ENOG502QSR5;
Q96A98	ENOG502S3PJ;
Q96A99	ENOG502QTID;
Q96AC6	KOG0239;
Q96AM1	ENOG502SIXZ;
Q96B77	ENOG502S11D;
Q96BH3	KOG1565;
Q96BN6	ENOG502QVD4;
Q96BQ3	KOG2177;
Q96BU1	ENOG502S5YT;
Q96BV0	KOG1721;
Q96C01	KOG3377;
Q96C19	KOG0041;
Q96C28	KOG1721;
Q96CM4	KOG2501;
Q96CW6	KOG4852;
Q96CX2	KOG2723;
Q96CX3	KOG1721;
Q96DC8	KOG1682;
Q96DD7	ENOG502RY6V;
Q96DT0	KOG3587;
Q96DX4	KOG2242;
Q96DY2	ENOG502QQS9;
Q96DY7	ENOG502RGBH;
Q96EF9	ENOG502QW95;
Q96EH8	KOG4625;
Q96EK7	ENOG502QRMW;
Q96EN9	ENOG502S01K;
Q96EU6	KOG3190;
Q96EY9	KOG2771;
Q96FC7	ENOG502QQIT;
Q96FH0	KOG4523;
Q96FN5	KOG4280;
Q96FN9	KOG3323;
Q96FV2	ENOG502QPIA;
Q96GC5	KOG4060;
Q96GE9	ENOG502S9M0;
Q96GK7	KOG1535;
Q96GX2	ENOG502TFV2;
Q96GX8	ENOG502SEPB;
Q96GY0	KOG3940;
Q96H78	KOG0765;
Q96HE9	ENOG502RZVF;
Q96HJ9	ENOG502S1MM;
Q96HL8	KOG1843;
Q96HQ0	KOG1721;
Q96HQ2	ENOG502S4FT;
Q96I36	ENOG502SCZ6;
Q96I82	ENOG502QTYU;
Q96IG2	KOG4341;
Q96IK0	ENOG502QRKU;
Q96IQ7	ENOG502RYI3;
Q96IX9	
Q96J77	KOG4010;
Q96J86	ENOG502S121;
Q96J88	ENOG502S1G2;
Q96JA4	ENOG502S7I2;
Q96JC4	KOG1721;
Q96JK4	ENOG502QQKP;
Q96JN8	KOG4625;
Q96JQ2	KOG0516;
Q96JT2	KOG0637;
Q96K49	KOG2568;
Q96K62	KOG1721;
Q96KC2	KOG0070;
Q96KE9	KOG2075;
Q96KJ9	KOG4075;
Q96KN1	ENOG502QSKN;
Q96KR1	KOG3792;
Q96KS9	ENOG502RY4P;
Q96KX0	ENOG502SSER;
Q96KX2	KOG0836;
Q96L14	
Q96L15	ENOG502SKQR;
Q96L33	KOG0393;
Q96L94	KOG2101;
Q96LA9	ENOG502RTWA;
Q96LD1	KOG3950;
Q96LL3	ENOG502RVJG;
Q96LW2	KOG0605;KOG0694;
Q96LW9	KOG1721;
Q96LY2	ENOG502S5P9;
Q96M69	KOG0531;KOG0707;
Q96M83	ENOG502S48H;
Q96M89	ENOG502QU8J;
Q96M95	ENOG502QRZS;
Q96MA1	KOG3815;
Q96ME1	ENOG502QVW9;
Q96MI6	KOG1323;
Q96MM6	KOG0101;
Q96MR6	ENOG502QTIS;
Q96MT1	KOG0802;
Q96MX6	KOG0034;
Q96N06	ENOG502TF19;
Q96N23	ENOG502QVDY;
Q96N28	KOG3336;
Q96N38	KOG1721;
Q96NL0	KOG4381;
Q96NL1	ENOG502QUYY;
Q96NL3	KOG1721;
Q96NU0	KOG3516;
Q96NU7	KOG3968;
Q96NX9	KOG3915;
Q96P50	KOG0521;
Q96P69	KOG3656;
Q96P88	
Q96PB8	KOG4237;
Q96PE2	KOG3522;
Q96PE5	ENOG502RWAT;
Q96PE6	KOG1721;
Q96PL1	ENOG502SVJM;
Q96PL2	ENOG502RGQ6;
Q96PQ7	KOG4441;
Q96PU9	ENOG502QUIJ;
Q96QR1	ENOG502T3N5;
Q96QS1	ENOG502S0ED;
Q96QU6	KOG0256;
Q96QZ0	ENOG502QRDI;
Q96R48	ENOG502SIA2;
Q96RA2	ENOG502QVH7;
Q96RI9	KOG3656;
Q96RK1	ENOG502QQEE;
Q96RP8	KOG1545;
Q96RV3	KOG3604;
Q96S79	KOG0395;
Q96S90	ENOG502RZER;
Q96S96	KOG3346;
Q96SE0	KOG1838;
Q96SE7	KOG1721;
Q96SJ8	KOG3882;
Q96SK2	KOG4670;
Q96SK3	KOG1721;
Q96SL8	KOG1721;
Q96SM3	KOG2649;
Q96SR6	KOG1721;
Q96SY0	ENOG502QQ37;
Q96T92	KOG3993;
Q99218	
Q99442	KOG2927;
Q99445	ENOG502RU0V;
Q99525	KOG3467;
Q99614	KOG4234;
Q99618	ENOG502S7V2;
Q99666	KOG0864;
Q99678	ENOG502QQUE;
Q99727	KOG4745;
Q99742	KOG3558;
Q99805	KOG1278;
Q99811	KOG0490;
Q99819	KOG3205;
Q99865	ENOG502QRYD;
Q99954	ENOG502TEGF;
Q9BPW4	ENOG502RZGU;
Q9BPX5	KOG3380;
Q9BPY3	ENOG502QSNY;
Q9BQ08	ENOG502RTZZ;
Q9BQ61	ENOG502S83W;
Q9BQC6	ENOG502S44A;
Q9BQI7	KOG0932;
Q9BQI9	KOG0012;
Q9BQQ7	ENOG502S6AA;
Q9BQR3	KOG3627;
Q9BQS6	KOG3591;
Q9BQY9	ENOG502RZ1K;
Q9BR84	KOG1721;
Q9BRN9	KOG4272;
Q9BRP4	KOG0266;
Q9BRQ4	ENOG502QUFH;
Q9BRR8	KOG2138;
Q9BRT6	KOG4811;
Q9BRU2	ENOG502TCAG;
Q9BRY0	KOG1558;
Q9BSF4	KOG4545;
Q9BSF8	KOG3840;
Q9BSG0	KOG3920;
Q9BSG5	ENOG502RYYP;
Q9BSH3	ENOG502QQWA;
Q9BSK1	KOG1721;
Q9BSN7	ENOG502QTQQ;
Q9BT73	KOG4828;
Q9BT76	ENOG502RZJD;
Q9BTM1	KOG1756;
Q9BTT6	KOG0619;
Q9BTV6	KOG0280;
Q9BU23	ENOG502QTN6;
Q9BU70	KOG2942;
Q9BUG6	KOG1721;
Q9BUK0	KOG4618;
Q9BUN1	ENOG502SZ3R;
Q9BUT9	ENOG502RZDA;
Q9BV19	ENOG502QWKE;
Q9BV99	KOG0531;
Q9BVC5	ENOG502S0PQ;
Q9BW30	KOG4070;
Q9BW72	KOG4431;
Q9BWG4	KOG4594;
Q9BWW8	ENOG502QPNS;
Q9BX82	KOG1721;
Q9BX93	ENOG502QQU1;
Q9BXA9	KOG1074;
Q9BXG8	ENOG502QS87;
Q9BXK1	KOG1721;
Q9BXL5	ENOG502SBFR;
Q9BXT2	ENOG502QUPR;
Q9BY21	KOG3656;
Q9BYC2	KOG3822;
Q9BYC9	KOG4707;
Q9BYD1	KOG3203;
Q9BYD2	KOG4607;
Q9BYD3	KOG1624;
Q9BYN8	KOG4691;
Q9BYQ8	KOG4726;
Q9BYQ9	KOG4726;
Q9BZ76	KOG3516;
Q9BZD7	ENOG502RXJN;
Q9BZE1	ENOG502QQAQ;
Q9BZI1	KOG0773;
Q9BZJ6	KOG3656;
Q9C009	KOG2294;
Q9C010	ENOG502S8BW;
Q9C075	ENOG502QTH0;
Q9C099	KOG0531;
Q9C0B6	ENOG502QQZS;
Q9C0D7	KOG3777;
Q9C0H5	ENOG502QR6X;
Q9GZK4	ENOG502TAH4;
Q9GZK6	
Q9GZM6	ENOG502T37F;
Q9GZP4	KOG1730;
Q9GZP7	ENOG502RD1P;
Q9GZQ3	ENOG502RCJ6;
Q9GZR7	KOG0347;
Q9GZT6	KOG3156;
Q9GZY4	ENOG502S561;
Q9GZZ0	KOG0489;
Q9H009	KOG2239;
Q9H091	KOG2084;
Q9H094	ENOG502RU1I;
Q9H0C3	ENOG502QXR1;
Q9H0I9	KOG0523;
Q9H0U9	KOG1508;
Q9H0V1	ENOG502QRB6;
Q9H0X4	ENOG502R0CE;
Q9H158	KOG3594;
Q9H175	KOG3813;
Q9H1A3	KOG3987;
Q9H1A7	KOG4392;
Q9H1C0	ENOG502QUH0;
Q9H1E5	KOG0913;
Q9H1U4	KOG0994;
Q9H1Z8	ENOG502RZPP;
Q9H1Z9	KOG3882;
Q9H205	ENOG502SIEP;
Q9H207	ENOG502QVH7;
Q9H208	ENOG502QVH7;
Q9H209	ENOG502QVH7;
Q9H210	ENOG502SKP3;
Q9H213	KOG4562;
Q9H2A3	KOG3898;
Q9H2T7	KOG1410;
Q9H2W6	KOG4548;
Q9H2X8	ENOG502S85T;
Q9H2Y9	KOG3626;
Q9H320	KOG3216;
Q9H330	KOG2365;
Q9H336	KOG3017;
Q9H339	ENOG502TAGS;
Q9H340	ENOG502RTZQ;
Q9H341	ENOG502SMGT;
Q9H342	ENOG502QVH7;
Q9H347	KOG0010;
Q9H3C7	ENOG502QQ20;
Q9H3E2	KOG2101;
Q9H3G5	KOG1282;
Q9H3M9	KOG2935;
Q9H426	KOG2060;
Q9H446	KOG4018;
Q9H4A4	KOG1047;
Q9H4B8	KOG4127;
Q9H4G1	ENOG502TAJ0;
Q9H4I8	KOG1454;
Q9H4K1	ENOG502QWST;
Q9H501	KOG2318;
Q9H511	KOG4441;
Q9H5L6	ENOG502QQSX;
Q9H609	KOG1721;
Q9H665	ENOG502RZ9Q;
Q9H6A0	KOG3569;
Q9H6A9	KOG3604;
Q9H6D8	ENOG502QQ99;
Q9H6F2	KOG3944;
Q9H6F5	KOG4538;
Q9H6K4	
Q9H6X4	KOG4753;
Q9H6X5	ENOG502RMHR;
Q9H756	KOG0619;
Q9H7C9	ENOG502S00Z;
Q9H7R0	KOG1721;
Q9H7U1	ENOG502QV4S;
Q9H7X7	ENOG502RXD4;
Q9H898	ENOG502QTR6;
Q9H8J5	ENOG502RZBP;
Q9H8S5	KOG0653;
Q9H8Y1	ENOG502SC23;
Q9H920	KOG1734;
Q9H967	KOG4328;
Q9H9H5	ENOG502RXB9;
Q9H9L3	KOG2249;
Q9H9Y2	KOG2780;
Q9HA64	KOG3021;
Q9HA92	ENOG502QRH0;
Q9HAE3	KOG0044;
Q9HAT1	KOG3838;
Q9HB09	ENOG502RYM6;
Q9HB40	KOG1283;
Q9HBA9	
Q9HBF5	KOG4728;
Q9HBL6	KOG0619;
Q9HBQ8	
Q9HBR0	KOG1305;
Q9HBU9	ENOG502R0XG;
Q9HBV1	ENOG502QWBZ;
Q9HC38	
Q9HC56	ENOG502QPMK;
Q9HCC6	
Q9HCG1	KOG1721;
Q9HCI6	KOG1721;
Q9HCL0	KOG3594;
Q9HCN2	ENOG502TM39;
Q9HCN8	KOG3358;
Q9HCT0	KOG3885;
Q9HD33	KOG3331;
Q9HD64	ENOG502SZKH;
Q9HDB9	
Q9N2J8	
Q9NP08	KOG0485;
Q9NP92	KOG4461;
Q9NPA3	ENOG502S0KR;
Q9NPB8	KOG2421;
Q9NPH6	ENOG502S22P;
Q9NQ03	KOG2462;
Q9NQ60	KOG2248;
Q9NQA3	
Q9NQE7	KOG2182;
Q9NQN1	ENOG502TDYB;
Q9NQS1	ENOG502S0YI;
Q9NQT6	ENOG502QSD9;
Q9NQX6	KOG1721;
Q9NQZ5	KOG2761;
Q9NR64	KOG4441;
Q9NR77	KOG1944;
Q9NRG7	KOG3019;
Q9NRH1	KOG4774;
Q9NRJ1	
Q9NRJ5	KOG2245;
Q9NRM2	KOG2482;
Q9NRN5	KOG3545;
Q9NRR1	ENOG502S2F0;
Q9NRU3	KOG2118;
Q9NRV9	ENOG502RYZW;
Q9NRX2	KOG3280;
Q9NRY5	ENOG502QS74;
Q9NS25	ENOG502TEHU;
Q9NS26	ENOG502TEHU;
Q9NS28	KOG3589;
Q9NS66	KOG3656;
Q9NS93	ENOG502QS07;
Q9NS98	KOG3611;
Q9NSD7	KOG3656;
Q9NSI2	ENOG502S25R;
Q9NSI5	ENOG502S015;
Q9NSY0	KOG1266;
Q9NTI7	ENOG502RZNT;
Q9NTU4	ENOG502RU31;
Q9NTU7	ENOG502QV08;
Q9NTX5	KOG1680;
Q9NTZ6	KOG4307;
Q9NU02	KOG4177;
Q9NUA8	KOG1721;
Q9NUG6	ENOG502S6V9;
Q9NUP1	ENOG502S1N9;
Q9NUP7	KOG2811;
Q9NUQ6	ENOG502S51R;
Q9NUQ8	KOG0062;
Q9NUZ1	KOG0135;
Q9NV66	KOG1160;
Q9NV72	KOG1721;
Q9NVG8	KOG4567;
Q9NVK5	ENOG502QSAD;
Q9NVQ4	KOG4352;
Q9NVR7	KOG4416;
Q9NVS2	KOG3162;
Q9NVZ3	KOG2500;
Q9NW68	KOG2690;
Q9NWA0	ENOG502S51J;
Q9NWC5	ENOG502QU0J;
Q9NWV4	KOG1296;
Q9NWW0	ENOG502SWHU;
Q9NX08	ENOG502S00F;
Q9NX20	KOG3422;
Q9NX38	KOG3266;
Q9NX45	ENOG502S71C;
Q9NXF1	KOG2149;
Q9NXF7	ENOG502RC7Y;
Q9NXH3	ENOG502TKY0;
Q9NXK6	KOG0748;
Q9NXK8	KOG1947;
Q9NXL2	KOG3519;
Q9NXL6	ENOG502QUXZ;
Q9NXZ2	KOG0336;
Q9NY35	ENOG502QRAV;
Q9NY37	KOG4294;
Q9NY43	KOG0488;
Q9NY57	KOG0598;
Q9NYF5	KOG4270;
Q9NYJ1	KOG4138;
Q9NYL4	KOG0549;
Q9NYL9	KOG3735;
Q9NYN1	KOG0395;
Q9NYR8	KOG1205;
Q9NYV8	ENOG502SKRK;
Q9NYV9	ENOG502TE6X;
Q9NYW2	ENOG502SKRK;
Q9NYW3	ENOG502SKRK;
Q9NYW6	ENOG502SKRK;
Q9NYW7	ENOG502S2SI;
